,zcta,total population,male,female,median age in years,hispanic or latino of any race,white alone,black or african american alone,asian alone,per-capita income,public transportation (excluding taxicab),average household size,positive,total tests,some_other_race,Education Index
93,11378,37279,0.4873521285442206,0.5126478714557794,37.7,0.3220848198717777,0.5407870382789238,0.01424394431181094,0.10279245687920813,32412,0.21824619759113711,2.94,0.010783551060919015,0.018670028702486654,0.02009174065827946,0.2583470426098256
94,11366,14650,0.4762457337883959,0.5237542662116041,40.6,0.08860068259385666,0.3895563139931741,0.048668941979522186,0.4515358361774744,33892,0.17133105802047782,3.12,0.016996587030716725,0.029419795221843004,0.021638225255972695,0.3782830227682768
95,11694,21354,0.5119415566170272,0.4880584433829727,48.5,0.1490587243607755,0.7300271611875995,0.06008242015547438,0.0347475882738597,45846,0.10485155006087853,2.35,0.01737379413692985,0.03001779526084106,0.026084106022290904,0.435027522790569
96,11206,88349,0.4846913943564726,0.5153086056435274,29.3,0.37122095326489263,0.334287881017329,0.20929495523435465,0.06752764604013628,22147,0.2744230268593872,2.83,0.008794666606300015,0.015178440050255237,0.01766856444328742,0.16230271749075437
97,11367,41824,0.4809200459066565,0.5190799540933435,36.4,0.1785099464422341,0.4640397857689365,0.07352237949502678,0.2547580336648814,27930,0.17805566182096405,2.8,0.014441469013006886,0.02486610558530987,0.029169854628921195,0.30735673873522856
98,11415,19372,0.47764815197191823,0.5223518480280818,38.9,0.24948379103861243,0.4651042742102003,0.04991740656617799,0.18950030972537682,39619,0.2733842659508569,2.31,0.016105719595292174,0.02756555853809622,0.04599421845963246,0.42760307743015163
99,10458,83960,0.48136017151024296,0.518639828489757,29.0,0.6975107193901858,0.08331348261076703,0.17409480705097666,0.02778704144830872,16992,0.26314911862791807,2.96,0.01207717960933778,0.020664602191519773,0.01729394949976179,0.055415924845479664
100,10473,59609,0.45154255229914947,0.5484574477008506,36.1,0.6083812847053297,0.02575114496133134,0.33421127682061436,0.01540035900619034,22755,0.18861245785032463,2.83,0.018201949370061567,0.03088459796339479,0.016255934506534248,0.11857273969655445
101,11693,12919,0.48827308615217896,0.511726913847821,39.5,0.29491446706401425,0.4694635807725056,0.1606161467605852,0.040328198776995124,30940,0.2034987228113631,2.61,0.01586810124622649,0.026859664060685812,0.03467760662589984,0.23426130630523262
102,10466,72479,0.43932725341133294,0.5606727465886671,36.6,0.22035348169814706,0.02861518508809448,0.6906000358724597,0.029925909573807585,24043,0.2147104678596559,3.03,0.017756867506450145,0.02995350377350681,0.030505387767491274,0.1716930106803768
103,11385,106717,0.4974465174245903,0.5025534825754098,35.4,0.4427223403956258,0.46128545592548514,0.016023688821837197,0.0665404762127871,29257,0.3001677333508251,3.03,0.010223300879897299,0.017232493417168773,0.013428038644264737,0.2342000075553739
104,11414,29219,0.4767103596974571,0.5232896403025429,45.0,0.22290290564358808,0.6784626441698894,0.01772819056093638,0.05048085150073582,37839,0.12231767000924056,2.73,0.016188096786337657,0.02717409904514186,0.03042540812485027,0.2768149104489062
105,10460,59505,0.4646164187883371,0.5353835812116629,31.6,0.6950508360641963,0.025863372825812955,0.252802285522225,0.014923115704562642,15344,0.23939164776069238,2.85,0.013461053692966978,0.022586337282581297,0.011360389883203093,0.0423890796537886
106,11224,46707,0.4480912925257456,0.5519087074742544,45.5,0.20373819770055882,0.510480227803113,0.20630740574217998,0.058941914488192346,22454,0.19660864538506007,2.43,0.010662213372727858,0.017855995889267135,0.02053225426595585,0.32845371356248554
107,11221,83835,0.47888113556390527,0.5211188644360947,31.6,0.34330530208146953,0.16452555615196518,0.43364943042881854,0.03357786127512376,27350,0.33042285441641317,2.68,0.007777181368163655,0.01291823224190374,0.02494185006262301,0.2407751890748967
108,11427,24037,0.4944876648500229,0.5055123351499771,42.0,0.19453342763240006,0.19811124516370596,0.19707118192786122,0.31122852269417983,32689,0.18292632192037275,3.08,0.018970753421808047,0.03149311478137871,0.09905562258185298,0.2939383831785676
109,10451,47798,0.4672580442696347,0.5327419557303653,34.1,0.5907360140591656,0.026444621113854136,0.35382233566258003,0.011653207247165153,20815,0.2585045399389096,2.49,0.017197372274990585,0.02847399472781288,0.01734382191723503,0.1141886887961675
110,11218,74508,0.5038116712299351,0.49618832877006497,34.2,0.1756724110162667,0.5246684919740162,0.07565630536318248,0.18506737531540238,31494,0.2714473613571697,2.97,0.013260321039351479,0.021876845439415902,0.038935416331132226,0.3536231328433128
111,11104,26119,0.49596079482369154,0.5040392051763084,37.8,0.3143305639572725,0.43497071097668366,0.012289903901374478,0.21861480148550863,37008,0.410084612734025,2.25,0.010375588651939202,0.017113978329951377,0.019794019679160765,0.4622386004249799
112,11422,32082,0.4638114830746213,0.5361885169253787,38.4,0.09569228851069135,0.03282214325790163,0.8251044199239449,0.0198865407393554,31779,0.17028240134654946,3.32,0.017673461754254723,0.02908172807181597,0.026494607568106728,0.23908410810362604
113,10467,103732,0.47955307908842015,0.5204469209115798,33.7,0.5233293487062816,0.09385724752246173,0.3044769212971889,0.05703158138279412,19100,0.255658813095284,2.78,0.017525932209925578,0.028833918173755448,0.021304901091273667,0.13465765608379765
114,11435,59296,0.49661022665947113,0.5033897733405289,35.8,0.31077981651376146,0.11361643281165677,0.22407919589854292,0.24273138154344306,26826,0.28922692930383165,3.08,0.013913248785752834,0.02288518618456557,0.1087931732325958,0.21953108963198156
115,11234,95666,0.47515313695565825,0.5248468630443418,40.3,0.10477076495306588,0.375263939121527,0.4358810862793469,0.06638722221060774,34686,0.19859720276796353,3.0,0.012428658039428846,0.020404323375075785,0.01769698743545251,0.3228295860689524
116,11354,55200,0.4534963768115942,0.5465036231884058,45.5,0.1594746376811594,0.1641304347826087,0.030253623188405798,0.626286231884058,24143,0.18916666666666668,2.65,0.00875,0.014329710144927536,0.019855072463768116,0.2066638778006779
117,10032,64264,0.50048238516121,0.49951761483879,34.7,0.662797211502552,0.14063861571019545,0.13595481140296278,0.04493962405079049,25183,0.3480486742188473,2.98,0.01168616955060376,0.019124237520229057,0.015669737333499315,0.2614561426425173
118,10456,94218,0.4653463244815216,0.5346536755184784,30.9,0.6152858264875077,0.012025303020654228,0.34315099025663887,0.008310513914538624,15315,0.23833025536521685,2.98,0.0124710777133881,0.02034643061835318,0.021227366320660596,0.03794172020321263
119,11233,76819,0.4568661398872675,0.5431338601127326,33.0,0.1598042151030344,0.06925370025644698,0.7360939350941824,0.01637615694034028,24714,0.30294588578346504,2.57,0.00801884950337807,0.013082700894310002,0.018471992605995913,0.1952770840553812
120,11213,66295,0.4591145636925862,0.5408854363074138,33.4,0.10649370239082886,0.20591296477864093,0.6421298740478166,0.018885285466475603,23547,0.28189154536541217,2.61,0.012233200090504564,0.019941172034090054,0.026578173316238025,0.21417290847562728
121,10030,29882,0.4428418445887156,0.5571581554112844,36.1,0.2561742855230574,0.10765678334783482,0.5721839234321665,0.017937219730941704,32614,0.3319389599089753,2.3,0.009370189411685964,0.015226557793989693,0.0460477879659996,0.2660719618902034
122,10469,73870,0.46547989711655613,0.5345201028834439,40.2,0.2899417896304318,0.10703939352917287,0.5187220793285502,0.06439691349668336,25877,0.20467036686070122,3.18,0.021348314606741574,0.034628401245431165,0.01989982401516177,0.21112739390703503
123,10455,42283,0.47707116335170163,0.5229288366482984,30.6,0.7183028640351915,0.013315043871059291,0.24331291535605326,0.012321736868244922,15012,0.2507863680438947,2.85,0.013811697372466476,0.022373057730056996,0.01274743986945108,0.03892300881195835
124,10459,48351,0.47577092511013214,0.5242290748898678,31.3,0.6789931955905772,0.016359537548344398,0.28876341750946205,0.007362826001530475,15770,0.24189778908398998,2.9,0.015759756778556802,0.02552170585923766,0.008521023350085831,0.06545233460851536
125,11207,91972,0.447831948853999,0.552168051146001,34.1,0.332764319575523,0.04017527073457139,0.5876679859087548,0.01408037228721785,20285,0.2761383899447658,2.7,0.010394467881529161,0.016831209498543036,0.025312051493932935,0.1280056644560277
126,10033,59607,0.5069203281493784,0.49307967185062157,35.8,0.6851879812773668,0.2363816330296777,0.04106900196285671,0.020769372724679987,27673,0.33482644655829014,2.99,0.010787323636485647,0.017447615212978343,0.016592011005418825,0.3018143365396533
127,11417,31927,0.47956275252920727,0.5204372474707928,38.3,0.38531650327309175,0.19557114667836,0.057756757603282485,0.2859961787828484,26359,0.2170576627932471,3.52,0.013750117455445235,0.02223823096438751,0.07535941366241738,0.19104432103344574
128,11204,76978,0.49970121333367973,0.5002987866663202,34.7,0.1090701239315129,0.5439476213983216,0.011055106653849152,0.3166619034009717,22425,0.21030684091558627,3.26,0.014731481722050455,0.023773026059393593,0.019265244615344644,0.1955456315238744
129,11370,32514,0.5930983576305592,0.4069016423694409,37.5,0.37377744971396937,0.2533062680691395,0.1379098234606631,0.2195361997908593,24012,0.18512025588977057,3.17,0.026050316786614996,0.04198191548256136,0.015470258965368765,0.21613364080146788
130,11230,89075,0.47955094021891664,0.5204490597810834,33.8,0.10237440359247825,0.6599158012910469,0.06890822340724109,0.14085882683132192,27187,0.20207690148751054,2.89,0.014920011226494527,0.023991018804378334,0.027942744877911874,0.3061267186037181
